AVL, 10000, 15, 11.5863, 0.5563, 0.2694
BST, 10000, 30, 15.96, 0.4441, 0.4402
AVL, 20000, 16, 12.602, 0.58185, 0.3381
BST, 20000, 31, 16.4199, 0.48885, 0.4782
AVL, 30000, 17, 13.1812, 0.631167, 0.392667
BST, 30000, 36, 18.4893, 0.5569, 0.5624
AVL, 40000, 18, 13.6107, 0.714, 0.52185
BST, 40000, 35, 18.9993, 0.677475, 0.7022
AVL, 50000, 18, 13.976, 0.77502, 0.41776
BST, 50000, 37, 18.8701, 0.83984, 0.78092
AVL, 60000, 18, 14.1572, 0.888133, 0.557
BST, 60000, 37, 18.9991, 0.909067, 0.9089
AVL, 70000, 19, 14.4365, 0.955886, 0.589657
BST, 70000, 40, 18.9678, 0.964957, 0.961914
AVL, 80000, 18, 14.6197, 1.04925, 0.732175
BST, 80000, 37, 19.7853, 1.03736, 1.09587
AVL, 90000, 19, 14.7785, 1.11948, 0.8256
BST, 90000, 40, 20.1209, 1.20386, 1.17736
AVL, 100000, 19, 14.9069, 1.17823, 0.88464
BST, 100000, 36, 19.6943, 1.19015, 1.24982
AVL, 110000, 19, 15.136, 1.22629, 0.929436
BST, 110000, 37, 20.5425, 1.26015, 1.40435
AVL, 120000, 20, 15.2296, 1.28674, 0.9864
BST, 120000, 44, 21.4251, 1.33893, 1.405
AVL, 130000, 19, 15.3073, 1.34135, 1.03382
BST, 130000, 44, 21.5836, 1.4382, 1.47898
AVL, 140000, 19, 15.4231, 1.37903, 1.0769
BST, 140000, 43, 20.5244, 1.42713, 1.48777
AVL, 150000, 19, 15.5117, 1.44763, 1.11133
BST, 150000, 40, 21.0766, 1.48669, 1.54965
AVL, 160000, 20, 15.655, 1.47547, 1.19817
BST, 160000, 42, 21.7635, 1.53867, 1.60976
AVL, 170000, 20, 15.709, 1.50753, 1.17984
BST, 170000, 39, 20.3174, 1.56916, 1.60674
AVL, 180000, 20, 15.8384, 1.53697, 1.21798
BST, 180000, 42, 21.0224, 1.65341, 1.67053
AVL, 190000, 20, 15.8564, 1.57888, 1.23636
BST, 190000, 45, 20.9396, 1.67797, 1.71239
AVL, 200000, 20, 15.9563, 1.6105, 1.28218
BST, 200000, 41, 21.5286, 1.69625, 1.75325
AVL, 210000, 20, 16.0199, 1.64711, 1.30348
BST, 210000, 42, 20.7044, 1.71493, 1.7768
AVL, 220000, 20, 16.1274, 1.68742, 1.31494
BST, 220000, 42, 22.1789, 1.77327, 1.86343
AVL, 230000, 20, 16.1537, 1.70691, 1.34641
BST, 230000, 46, 21.6832, 1.81079, 1.84552
AVL, 240000, 20, 16.219, 1.72551, 1.39059
BST, 240000, 44, 22.6683, 1.82819, 1.89984
AVL, 250000, 20, 16.2829, 1.73861, 1.38335
BST, 250000, 40, 22.1515, 1.88115, 1.91692
AVL, 260000, 21, 16.3414, 1.79754, 1.42052
BST, 260000, 41, 21.2173, 1.88132, 1.94758
AVL, 270000, 21, 16.5368, 1.79294, 1.42993
BST, 270000, 45, 21.6578, 1.91696, 1.96146
AVL, 280000, 21, 16.4982, 1.82944, 1.44317
BST, 280000, 44, 22.4064, 1.94561, 1.99499
AVL, 290000, 21, 16.4713, 1.84194, 1.4693
BST, 290000, 44, 21.9799, 1.96328, 2.00741
AVL, 300000, 21, 16.5676, 1.86329, 1.48053
BST, 300000, 43, 22.0826, 1.98464, 2.03795
AVL, 310000, 21, 16.6206, 1.88775, 1.50367
BST, 310000, 44, 23.389, 2.02767, 2.08277
AVL, 320000, 21, 16.67, 1.90894, 1.52032
BST, 320000, 46, 24.1948, 2.06232, 2.11974
AVL, 330000, 21, 16.7671, 1.92419, 1.53813
BST, 330000, 44, 23.3313, 2.07062, 2.11121
AVL, 340000, 21, 16.7751, 1.94787, 1.54576
BST, 340000, 44, 22.2552, 2.09147, 2.14182
AVL, 350000, 21, 16.8035, 1.95129, 1.5893
BST, 350000, 44, 22.2702, 2.11649, 2.16068
AVL, 360000, 21, 16.9034, 1.97681, 1.57736
