AVL, 10000, 15, 11.5863, 0.5648, 0.2712
BST, 10000, 30, 15.96, 0.4475, 0.4332
AVL, 20000, 16, 12.602, 0.5969, 0.3192
BST, 20000, 31, 16.4199, 0.4886, 0.4715
AVL, 30000, 17, 13.1812, 0.6471, 0.357333
BST, 30000, 36, 18.4893, 0.573333, 0.568533
AVL, 40000, 18, 13.6107, 0.706975, 0.50915
BST, 40000, 35, 18.9993, 0.677125, 0.72265
AVL, 50000, 18, 13.976, 0.81396, 0.44108
BST, 50000, 37, 18.8701, 0.78328, 0.7454
AVL, 60000, 18, 14.1572, 0.888883, 0.566867
BST, 60000, 37, 18.9991, 0.867933, 0.887467
AVL, 70000, 19, 14.4365, 0.990586, 0.5906
BST, 70000, 40, 18.9678, 0.9765, 0.961
AVL, 80000, 18, 14.6197, 1.07939, 0.7421
BST, 80000, 37, 19.7853, 1.05305, 1.0908
AVL, 90000, 19, 14.7785, 1.22102, 0.828422
BST, 90000, 40, 20.1209, 1.14901, 1.18482
