AVL, 870000, 23, 18.1189, 2.52426, 2.07355
BST, 870000, 52, 25.1863, 2.80848, 2.8515
AVL, 880000, 23, 18.1694, 2.53604, 2.08679
BST, 880000, 49, 25.7561, 2.83551, 2.88886
AVL, 890000, 23, 18.1797, 2.53478, 2.09805
BST, 890000, 47, 24.2491, 2.81117, 2.85281
AVL, 900000, 23, 18.2099, 2.54969, 2.10692
BST, 900000, 46, 24.4647, 2.83087, 2.87826
AVL, 910000, 23, 18.1995, 2.55041, 2.11819
BST, 910000, 47, 24.7875, 2.86591, 2.88953
AVL, 920000, 23, 18.2251, 2.571, 2.11989
BST, 920000, 49, 24.8608, 2.87682, 2.90836
AVL, 930000, 23, 18.1929, 2.57913, 2.12993
BST, 930000, 49, 23.7548, 2.8657, 2.8806
AVL, 940000, 23, 18.2157, 2.58475, 2.13446
BST, 940000, 52, 24.9103, 2.89209, 2.93778
AVL, 950000, 23, 18.2444, 2.58223, 2.13936
BST, 950000, 49, 24.6691, 2.89308, 2.92656
AVL, 960000, 23, 18.2796, 2.58996, 2.1404
BST, 960000, 49, 24.9395, 2.89723, 2.93353
AVL, 970000, 22, 18.2246, 2.59366, 2.1456
BST, 970000, 49, 24.3295, 2.90439, 2.93685
AVL, 980000, 23, 18.2772, 2.613, 2.15844
BST, 980000, 49, 24.9928, 2.92598, 2.97308
AVL, 990000, 23, 18.3072, 2.61671, 2.16156
BST, 990000, 49, 25.2498, 2.93781, 2.97486
AVL, 1000000, 23, 18.3089, 2.61171, 2.16085
BST, 1000000, 49, 24.6876, 2.92483, 2.95081
AVL, 1010000, 23, 18.3395, 2.62081, 2.16742
BST, 1010000, 53, 24.6437, 2.93747, 2.96745
AVL, 1020000, 23, 18.3894, 2.62797, 2.17328
BST, 1020000, 51, 25.1358, 2.96517, 2.99449
AVL, 1030000, 23, 18.3335, 2.64196, 2.18754
BST, 1030000, 49, 25.1089, 2.95109, 2.98935
AVL, 1040000, 23, 18.344, 2.64289, 2.19205
BST, 1040000, 49, 25.352, 2.96851, 3.00664
AVL, 1050000, 23, 18.4232, 2.65132, 2.19221
BST, 1050000, 51, 24.6332, 2.95431, 2.99356
AVL, 1060000, 23, 18.4521, 2.65018, 2.2065
BST, 1060000, 50, 25.3573, 2.99186, 3.02618
AVL, 1070000, 23, 18.4877, 2.6521, 2.21627
BST, 1070000, 49, 24.807, 2.98439, 3.0186
AVL, 1080000, 23, 18.4241, 2.66229, 2.20955
BST, 1080000, 51, 25.4185, 3.00447, 3.02908
AVL, 1090000, 23, 18.4921, 2.6705, 2.23481
BST, 1090000, 47, 24.2017, 2.99304, 3.01017
AVL, 1100000, 23, 18.4522, 2.66895, 2.22095
BST, 1100000, 51, 26.0794, 2.99735, 3.06221
AVL, 1110000, 23, 18.4886, 2.68024, 2.22193
BST, 1110000, 45, 24.0735, 2.99009, 3.03267
AVL, 1120000, 23, 18.5273, 2.71123, 2.22473
BST, 1120000, 50, 25.7328, 3.03648, 3.06928
AVL, 1130000, 23, 18.5784, 2.70564, 2.23849
BST, 1130000, 51, 25.7018, 3.03477, 3.07443
AVL, 1140000, 23, 18.5318, 2.72586, 2.24552
BST, 1140000, 48, 25.1745, 3.03981, 3.0789
AVL, 1150000, 24, 18.5347, 2.71348, 2.24861
BST, 1150000, 48, 24.4633, 3.05107, 3.08189
AVL, 1160000, 23, 18.5392, 2.72237, 2.25463
BST, 1160000, 51, 25.5672, 3.06845, 3.11037
AVL, 1170000, 23, 18.5552, 2.73898, 2.25901
BST, 1170000, 46, 24.5424, 3.04197, 3.09009
AVL, 1180000, 23, 18.565, 2.74146, 2.26877
BST, 1180000, 51, 25.9341, 3.10206, 3.13862
AVL, 1190000, 23, 18.5682, 2.73966, 2.26296
BST, 1190000, 48, 24.6418, 3.08091, 3.10062
AVL, 1200000, 23, 18.6044, 2.7578, 2.27725
BST, 1200000, 52, 25.8728, 3.09307, 3.13164
AVL, 1210000, 23, 18.5796, 2.75691, 2.28913
BST, 1210000, 50, 25.3073, 3.10903, 3.13275
AVL, 1220000, 23, 18.6179, 2.75516, 2.29479
BST, 1220000, 52, 24.8734, 3.09501, 3.12119
AVL, 1230000, 23, 18.6254, 2.74817, 2.29228
BST, 1230000, 47, 24.5296, 3.10672, 3.12497
AVL, 1240000, 24, 18.6816, 2.76726, 2.31137
BST, 1240000, 52, 25.3147, 3.11789, 3.13765
AVL, 1250000, 23, 18.6152, 2.77527, 2.30518
BST, 1250000, 50, 25.8591, 3.1407, 3.15893
AVL, 1260000, 23, 18.6725, 2.78634, 2.31319
BST, 1260000, 47, 24.493, 3.12612, 3.13871
AVL, 1270000, 23, 18.642, 2.79999, 2.31884
BST, 1270000, 46, 24.2342, 3.13181, 3.15201
AVL, 1280000, 23, 18.6718, 2.80596, 2.34394
BST, 1280000, 48, 24.9921, 3.16117, 3.18698
AVL, 1290000, 23, 18.6728, 2.79586, 2.32853
BST, 1290000, 48, 24.4327, 3.14772, 3.17046
AVL, 1300000, 24, 18.7657, 2.79469, 2.32389
BST, 1300000, 52, 25.0459, 3.13676, 3.17189
AVL, 1310000, 23, 18.7393, 2.78672, 2.32838
BST, 1310000, 50, 26.2454, 3.15776, 3.18994
AVL, 1320000, 23, 18.7323, 2.79518, 2.33143
BST, 1320000, 49, 24.8432, 3.13919, 3.16891
AVL, 1330000, 23, 18.7254, 2.80464, 2.33589
